N,P,K,temperature,humidity,ph,rainfall,soil_type
41.2,29.0,38.0,30.5,53.7,6.36,1261.8,Sandy
76.8,32.2,103.6,28.8,91.4,7.11,1648.6,Clayey
127.1,42.8,110.9,22.7,80.8,5.13,4820.1,Forest Loam
29.8,21.3,51.8,31.1,69.3,6.16,3597.7,Laterite
68.6,45.1,55.8,28.4,82.1,5.05,3689.7,Brown Hydromorphic
67.8,42.4,59.7,31.7,81.2,5.19,3240.0,Brown Hydromorphic
50.7,32.3,50.0,31.0,79.9,3.87,3350.4,Brown Hydromorphic
85.0,34.7,55.4,31.6,92.7,4.6,3100.4,Brown Hydromorphic
86.4,30.8,58.8,27.5,51.3,8.44,1504.7,Black Cotton
96.6,59.3,83.4,28.5,84.9,6.94,2592.0,Riverine Alluvial
39.1,21.2,66.2,28.6,82.7,5.09,3046.4,Laterite
77.7,14.5,52.6,29.4,87.3,5.19,3590.7,Laterite
155.7,25.0,30.1,28.9,88.6,4.19,2818.7,Peaty
79.2,44.0,83.1,17.9,84.4,5.71,3929.4,Forest Loam
54.3,20.7,50.5,25.7,88.6,4.9,3349.4,Laterite
61.7,6.3,64.9,26.6,82.5,5.62,4121.9,Laterite
115.4,43.3,54.0,18.5,82.4,5.64,4405.8,Forest Loam
131.4,28.7,39.0,32.4,97.4,4.69,3488.1,Peaty
62.7,33.4,82.7,32.1,70.9,5.75,2610.2,Red Loam
49.6,16.2,72.8,26.5,72.1,5.7,3943.7,Laterite
66.1,32.5,47.3,27.9,89.6,4.54,3562.9,Brown Hydromorphic
148.7,59.3,89.4,19.7,81.7,6.05,4000.7,Forest Loam
74.2,40.3,85.6,26.4,72.9,6.47,2005.7,Clayey
80.6,25.1,33.3,29.4,85.7,3.8,3543.2,Brown Hydromorphic
134.3,26.3,63.2,31.8,92.4,4.28,2926.7,Peaty
39.0,38.0,69.4,33.9,84.2,8.71,1727.6,Coastal Alluvial
66.2,52.3,59.1,27.5,97.2,4.42,3135.6,Brown Hydromorphic
81.1,59.9,108.1,30.5,85.1,6.01,3161.0,Riverine Alluvial
58.0,31.2,102.5,28.1,71.2,5.77,2172.7,Red Loam
45.3,23.3,56.3,28.2,89.6,5.66,3169.2,Laterite
84.5,53.2,91.6,32.4,74.3,7.09,1764.3,Clayey
84.8,31.5,63.8,30.0,76.2,7.01,2502.4,Riverine Alluvial
54.0,12.5,89.4,28.0,73.7,5.13,3243.9,Laterite
83.4,26.5,74.0,33.5,83.7,6.23,3013.5,Red Loam
87.8,50.7,93.2,19.1,84.4,5.74,3750.1,Forest Loam
54.1,9.5,54.3,28.3,85.0,5.14,3317.6,Laterite
74.2,37.6,68.6,30.8,76.8,6.97,1941.3,Clayey
36.3,25.1,42.2,31.4,86.9,7.11,1765.2,Coastal Alluvial
72.3,16.5,47.9,29.2,75.4,5.92,1803.5,Red Loam
97.0,53.0,117.4,26.3,82.6,6.82,2781.5,Riverine Alluvial
88.3,41.3,56.8,25.4,61.3,6.82,1841.6,Loamy
68.0,31.8,40.8,29.1,86.6,4.92,3259.3,Brown Hydromorphic
51.7,13.8,73.5,26.1,78.3,6.12,2892.8,Laterite
77.3,9.0,76.9,26.3,79.4,5.5,2827.2,Laterite
66.2,36.1,88.8,29.1,63.4,5.99,1931.1,Red Loam
67.5,37.6,50.9,27.9,86.9,4.23,3014.3,Brown Hydromorphic
143.3,53.8,87.9,24.4,91.6,5.88,3380.1,Forest Loam
43.8,33.4,59.8,31.5,92.1,7.59,1990.3,Coastal Alluvial
69.6,46.9,99.1,28.3,80.9,6.46,2777.6,Riverine Alluvial
123.8,48.3,90.5,19.4,79.8,5.79,4102.9,Forest Loam
39.5,18.7,68.6,27.6,77.6,5.0,3503.7,Laterite
46.8,9.3,77.2,26.4,85.0,5.24,3167.2,Laterite
71.5,34.7,68.9,29.1,73.7,6.03,2510.9,Red Loam
79.6,39.2,46.4,30.0,96.5,5.03,2913.5,Brown Hydromorphic
36.5,16.3,66.0,27.4,80.5,5.46,3456.3,Laterite
46.4,11.2,76.6,26.6,77.1,5.0,3298.6,Laterite
52.4,22.6,76.6,29.5,80.0,6.05,2445.4,Red Loam
67.2,11.8,103.9,31.3,74.8,4.93,3361.0,Laterite
40.6,29.0,55.1,32.3,83.5,8.17,2402.6,Coastal Alluvial
103.9,32.3,78.0,28.2,71.7,7.24,1544.2,Loamy
24.8,26.1,26.6,28.9,38.0,6.6,930.7,Sandy
51.0,30.4,46.4,30.8,89.4,7.34,2318.9,Coastal Alluvial
58.1,16.8,77.5,30.0,79.3,5.28,2982.9,Laterite
151.2,26.6,47.1,34.7,86.5,5.03,3564.9,Peaty
64.4,28.9,44.5,29.0,86.7,4.67,3035.3,Brown Hydromorphic
96.8,34.6,79.6,32.6,60.9,7.32,1354.4,Black Cotton
24.9,24.6,41.7,30.3,50.2,6.85,1373.9,Sandy
54.1,48.5,77.6,28.2,66.6,6.44,2114.9,Loamy
68.0,50.8,54.3,27.1,86.0,4.69,3455.3,Brown Hydromorphic
108.3,61.5,114.9,23.6,93.5,6.11,4979.7,Forest Loam
57.0,15.5,89.9,29.2,73.5,5.58,4292.6,Laterite
82.1,59.0,85.5,27.2,81.8,6.83,2885.3,Riverine Alluvial
61.8,38.9,30.3,30.9,77.7,7.03,2090.0,Coastal Alluvial
92.2,49.0,36.6,28.4,77.5,4.77,3090.8,Brown Hydromorphic
74.2,40.4,48.5,28.5,62.4,7.12,1423.9,Black Cotton
108.3,43.8,109.9,28.4,84.4,6.75,2998.1,Riverine Alluvial
84.2,42.9,91.8,31.9,68.9,7.93,1140.8,Black Cotton
131.3,19.2,35.6,29.6,91.5,4.21,3094.7,Peaty
60.0,23.3,95.1,28.7,81.9,6.69,1640.7,Red Loam
39.3,15.5,71.3,28.7,86.6,5.74,3245.0,Laterite
36.8,26.6,27.6,33.1,69.2,6.95,1601.9,Sandy
126.4,26.6,30.0,29.0,90.9,3.94,3060.0,Peaty
50.0,19.6,113.4,28.2,89.5,6.55,2166.3,Red Loam
45.9,36.7,112.7,29.7,66.4,8.23,1969.0,Clayey
143.1,35.4,49.3,28.6,85.9,3.93,3005.1,Peaty
65.9,19.3,102.8,28.0,86.3,5.01,3205.4,Laterite
68.9,4.5,58.8,26.2,82.0,5.23,4091.4,Laterite
43.1,15.5,64.3,28.0,85.1,5.47,3810.3,Laterite
108.4,52.1,98.2,20.6,87.4,5.31,4473.4,Forest Loam
79.7,43.9,98.6,27.5,90.8,6.36,2600.8,Riverine Alluvial
70.8,56.7,82.0,28.5,77.1,6.79,2683.0,Riverine Alluvial
123.0,43.2,110.8,23.1,79.8,6.05,4364.6,Forest Loam
49.3,28.0,37.2,32.0,79.8,8.63,1623.2,Coastal Alluvial
45.2,22.2,38.6,27.6,47.7,6.5,1228.2,Sandy
50.3,57.7,68.0,27.1,47.5,7.57,1290.0,Black Cotton
76.9,56.7,107.7,27.2,86.7,6.38,3399.0,Riverine Alluvial
109.4,60.8,75.3,31.4,80.5,7.17,2742.1,Riverine Alluvial
63.1,10.8,92.1,24.4,73.6,6.28,2721.4,Laterite
51.8,19.7,41.6,30.8,55.1,6.1,1394.3,Sandy
25.6,35.1,42.7,31.1,71.2,7.56,2349.2,Coastal Alluvial
93.1,37.8,55.6,31.3,55.0,8.14,1117.4,Black Cotton
100.3,54.8,104.9,20.7,79.8,5.82,3854.9,Forest Loam
78.6,36.2,71.3,24.8,87.0,6.26,2609.8,Red Loam
70.3,33.7,82.5,32.0,72.5,6.39,2071.7,Red Loam
55.4,8.7,82.6,33.2,80.6,5.46,3328.1,Laterite
43.7,38.7,64.2,30.3,87.0,7.7,2246.6,Coastal Alluvial
64.9,34.6,95.5,30.7,83.6,5.73,2760.9,Red Loam
54.1,34.0,63.9,31.5,90.2,5.28,3029.2,Brown Hydromorphic
70.0,40.4,63.4,28.8,47.8,7.96,1326.7,Black Cotton
74.3,44.1,115.6,27.6,80.1,6.88,2706.3,Riverine Alluvial
54.7,16.4,93.7,32.4,82.5,5.75,3020.4,Laterite
75.0,37.7,61.2,27.0,71.4,6.65,1553.5,Loamy
73.4,29.4,86.3,27.7,80.1,6.09,2726.3,Red Loam
78.7,39.1,56.0,35.3,47.6,7.97,1242.6,Black Cotton
101.4,37.7,68.3,26.5,79.0,7.68,2020.3,Clayey
71.3,41.9,86.9,25.0,67.6,6.58,2163.4,Loamy
25.3,27.4,30.7,32.0,66.0,6.85,1281.6,Sandy
98.0,57.1,88.5,34.6,84.1,6.8,2803.3,Riverine Alluvial
64.8,34.3,54.5,27.4,60.3,7.71,1339.5,Black Cotton
76.8,48.0,86.1,30.6,82.6,6.95,2721.5,Riverine Alluvial
57.2,10.9,79.5,29.6,81.5,5.94,3191.7,Laterite
95.8,29.2,58.4,28.1,91.6,5.07,3221.4,Brown Hydromorphic
91.4,41.8,86.8,19.9,87.9,5.43,4199.6,Forest Loam
64.1,17.5,66.8,27.2,84.2,5.37,3097.1,Laterite
73.7,21.3,72.2,27.6,78.0,6.22,2021.8,Red Loam
107.0,49.5,105.9,14.9,84.5,5.78,3989.4,Forest Loam
80.5,34.8,74.6,30.4,90.7,5.09,3931.8,Brown Hydromorphic
48.1,31.7,37.5,34.4,84.9,7.52,2510.9,Coastal Alluvial
42.3,19.4,69.9,22.8,82.9,6.01,3411.0,Laterite
58.0,39.8,46.6,30.4,84.4,7.91,2102.7,Coastal Alluvial
52.4,48.7,50.9,28.4,82.6,8.1,1969.6,Coastal Alluvial
52.0,20.3,52.9,28.7,74.4,4.51,3482.0,Laterite
30.2,30.3,58.3,33.6,79.4,7.89,2150.1,Coastal Alluvial
46.5,31.6,51.0,29.4,82.4,8.19,1941.2,Coastal Alluvial
108.2,57.2,74.0,19.3,85.2,6.1,3034.5,Forest Loam
71.9,28.7,82.0,27.4,79.1,6.03,3167.6,Red Loam
57.1,23.4,51.8,36.3,84.9,7.29,1772.4,Coastal Alluvial
63.2,46.8,93.5,26.0,76.8,6.68,2618.9,Riverine Alluvial
121.3,60.8,87.9,21.3,82.7,5.32,4371.6,Forest Loam
144.3,25.2,28.8,29.4,98.9,4.41,2761.5,Peaty
36.0,28.8,81.3,29.4,78.0,5.99,3101.9,Red Loam
55.1,11.4,50.9,28.3,75.9,4.77,3358.1,Laterite
85.0,53.3,49.5,25.3,91.8,6.66,2619.5,Riverine Alluvial
48.1,12.7,68.2,30.7,73.9,5.35,3224.0,Laterite
68.8,26.0,55.2,30.6,93.1,4.82,2901.1,Brown Hydromorphic
87.7,66.2,101.8,31.8,84.1,6.68,2908.8,Riverine Alluvial
70.2,28.3,46.0,26.9,89.3,4.75,3212.1,Brown Hydromorphic
28.3,30.9,58.9,30.4,82.5,8.03,1831.5,Coastal Alluvial
107.0,56.5,79.7,29.6,79.2,6.67,3763.7,Riverine Alluvial
65.5,22.2,63.4,26.4,74.6,6.17,2300.4,Red Loam
81.9,39.2,77.6,36.7,53.2,7.95,1723.5,Black Cotton
48.5,23.5,81.1,34.9,82.3,5.52,3318.8,Laterite
34.9,23.4,36.9,31.4,56.2,6.69,1101.8,Sandy
125.2,56.7,72.3,22.5,80.8,5.67,4707.1,Forest Loam
42.9,5.5,85.7,28.2,85.0,4.63,3173.0,Laterite
58.0,12.1,98.6,35.4,89.5,5.24,3180.6,Laterite
82.1,30.4,79.3,30.7,75.1,5.58,2711.1,Red Loam
52.2,18.6,51.5,32.9,78.4,5.31,2743.5,Laterite
139.7,26.8,44.2,31.4,85.7,4.35,2975.6,Peaty
64.8,53.7,78.2,30.9,69.7,7.7,851.6,Black Cotton
124.9,20.7,38.1,30.1,89.1,3.44,3124.7,Peaty
25.0,28.9,67.6,30.9,88.9,7.57,2071.7,Coastal Alluvial
28.5,30.0,72.8,31.9,85.0,7.48,2013.9,Coastal Alluvial
124.1,38.6,54.0,32.0,92.6,4.24,2800.4,Peaty
67.3,19.7,75.7,31.7,68.0,6.61,2312.0,Red Loam
65.9,16.5,64.8,29.2,74.8,5.72,3246.6,Laterite
77.1,45.5,74.3,27.7,81.0,6.36,2904.4,Riverine Alluvial
54.9,4.5,87.3,27.4,77.4,5.27,2279.1,Laterite
80.2,31.0,67.0,35.0,60.5,7.84,1674.3,Black Cotton
92.4,41.9,61.1,27.8,73.3,6.88,1549.9,Loamy
78.7,40.2,52.7,28.7,87.9,4.82,2712.8,Brown Hydromorphic
76.3,42.2,72.3,33.1,64.9,6.95,1252.0,Black Cotton
90.2,58.9,103.0,26.6,80.6,6.99,2846.8,Riverine Alluvial
53.0,27.0,41.8,34.5,76.9,7.85,2074.9,Coastal Alluvial
51.4,18.4,59.6,34.3,81.0,5.25,3146.6,Laterite
42.2,14.1,56.2,33.9,79.8,4.55,2838.1,Laterite
66.5,36.2,92.3,30.7,70.7,6.16,2492.9,Red Loam
76.3,53.1,123.1,28.6,80.3,7.56,2522.9,Clayey
142.6,29.7,30.0,29.2,88.0,4.32,2936.8,Peaty
85.7,49.6,82.3,26.1,70.6,6.94,1432.9,Loamy
84.1,22.3,49.4,35.7,88.0,6.21,3117.0,Red Loam
80.1,26.5,68.0,30.4,79.4,6.66,2687.1,Red Loam
158.6,44.9,118.9,16.0,92.7,5.61,4172.6,Forest Loam
46.3,21.4,58.3,27.3,93.8,5.97,3290.0,Laterite
99.2,42.0,69.2,17.8,75.8,5.46,4692.4,Forest Loam
144.5,21.0,43.7,30.1,97.9,3.73,3386.9,Peaty
69.8,26.7,108.5,30.5,75.6,6.36,1650.8,Red Loam
77.1,50.7,82.5,20.9,68.8,6.61,1324.1,Loamy
62.2,27.5,59.0,24.3,79.3,5.2,2988.3,Laterite
63.2,42.9,74.5,30.8,87.3,6.35,3290.3,Red Loam
59.0,11.7,82.0,25.0,81.0,4.89,3835.4,Laterite
56.4,39.3,63.2,31.6,79.4,8.55,2171.9,Coastal Alluvial
125.4,22.1,41.9,29.3,93.4,5.16,3368.4,Peaty
53.1,27.4,73.0,29.1,83.5,6.25,2629.3,Red Loam
64.1,45.0,50.5,35.4,62.1,8.03,1535.8,Black Cotton
123.1,47.5,109.1,20.7,90.2,5.74,4065.9,Forest Loam
88.6,40.9,87.9,25.5,91.8,6.4,1865.6,Clayey
62.2,15.4,65.8,35.3,86.3,5.79,3738.6,Laterite
73.4,43.3,110.8,28.6,89.7,7.17,2422.7,Riverine Alluvial
93.0,27.8,36.2,31.6,95.0,5.23,3322.8,Brown Hydromorphic
61.6,49.9,78.4,25.1,73.5,6.26,2183.0,Loamy
135.7,27.0,98.6,19.5,81.7,5.76,3680.1,Forest Loam
67.8,30.6,52.7,32.2,86.6,4.83,3644.7,Brown Hydromorphic
68.1,47.5,68.0,26.4,68.6,6.58,1456.2,Loamy
99.3,27.6,111.9,19.1,84.6,5.89,3580.8,Forest Loam
75.9,54.5,91.7,24.5,72.7,7.13,1813.8,Loamy
48.4,59.9,112.1,27.6,72.0,7.14,2281.6,Clayey
65.7,38.6,75.0,23.8,79.0,6.28,2411.6,Red Loam
35.3,45.1,78.0,30.7,80.0,7.54,2404.0,Coastal Alluvial
59.4,51.9,92.5,26.0,78.8,6.92,2733.0,Clayey
35.8,24.2,48.6,26.8,61.1,7.27,1092.2,Sandy
62.9,39.9,72.5,26.9,70.7,6.81,1758.6,Loamy
83.0,42.4,74.0,26.6,79.9,6.83,3230.6,Riverine Alluvial
54.4,51.6,71.7,24.2,73.4,6.45,1619.5,Loamy
91.2,33.8,51.5,27.9,84.1,4.76,3472.9,Brown Hydromorphic
39.4,32.1,27.0,34.4,82.8,6.76,1239.6,Coastal Alluvial
65.1,28.5,52.1,32.0,85.7,4.46,3657.0,Brown Hydromorphic
62.1,46.3,66.6,28.1,79.9,6.68,2059.1,Loamy
111.8,48.6,94.1,21.1,76.5,5.43,3479.7,Forest Loam
112.9,46.0,140.0,19.2,92.1,5.87,4432.3,Forest Loam
57.2,30.5,93.3,30.8,83.6,6.44,2601.7,Red Loam
156.7,26.3,40.4,29.2,94.3,4.22,2985.4,Peaty
57.5,9.5,110.0,31.3,81.6,4.99,3553.2,Laterite
73.1,45.8,100.5,28.7,85.3,7.16,2042.8,Clayey
28.0,18.9,57.7,31.5,82.9,4.77,3068.7,Laterite
47.4,32.7,43.3,32.1,78.3,8.12,2128.2,Coastal Alluvial
56.0,12.9,60.5,33.4,87.8,5.34,3689.2,Laterite
79.8,30.1,59.1,29.0,83.9,4.96,3032.1,Brown Hydromorphic
49.0,14.6,73.9,29.7,86.2,4.99,2293.2,Laterite
67.6,70.0,107.5,30.6,65.6,7.21,2715.4,Clayey
70.4,13.1,70.9,28.9,81.4,5.12,3912.4,Laterite
35.9,10.2,67.6,27.3,76.9,5.58,2257.5,Laterite
39.8,46.4,66.5,35.5,90.4,8.61,2205.7,Coastal Alluvial
135.6,32.3,37.3,29.4,95.6,3.32,2732.0,Peaty
67.8,51.0,56.2,33.3,61.4,7.9,1584.1,Black Cotton
98.5,69.8,63.5,28.4,84.1,6.5,1836.0,Riverine Alluvial
54.9,19.2,72.1,26.1,74.7,5.19,3100.8,Laterite
100.5,51.7,72.8,27.4,81.2,6.79,2572.0,Riverine Alluvial
88.1,53.9,80.8,24.5,82.2,6.59,2895.5,Riverine Alluvial
92.0,39.0,46.7,31.7,86.6,5.26,4142.3,Brown Hydromorphic
93.0,40.3,113.4,28.9,90.8,6.38,2688.0,Riverine Alluvial
128.9,55.9,84.3,17.8,80.4,5.97,4281.0,Forest Loam
50.5,15.9,77.6,29.3,73.6,5.24,3748.9,Laterite
80.7,47.6,78.7,26.8,82.6,7.45,2188.4,Clayey
50.6,33.5,54.5,27.2,74.9,6.02,2340.9,Red Loam
81.1,44.8,63.8,30.8,90.1,4.97,2851.1,Brown Hydromorphic
68.4,28.8,52.9,29.5,76.5,7.79,1507.8,Black Cotton
76.7,47.6,90.7,20.4,84.8,5.9,3765.5,Forest Loam
56.7,55.0,46.4,28.6,80.3,8.25,2114.2,Coastal Alluvial
71.3,23.7,76.1,32.1,73.0,5.65,3503.8,Laterite
77.7,10.2,71.0,24.9,79.7,5.48,3166.2,Laterite
80.5,30.1,82.4,31.1,81.0,4.67,3293.9,Brown Hydromorphic
55.3,29.8,95.4,35.2,75.3,6.47,2794.6,Red Loam
69.3,30.5,50.8,31.4,89.2,5.0,3434.3,Brown Hydromorphic
118.1,41.3,105.9,27.1,85.3,5.96,4149.2,Forest Loam
62.1,44.0,89.7,29.3,88.0,6.81,2219.8,Red Loam
60.4,44.3,124.7,25.0,74.8,7.26,1884.8,Clayey
87.1,27.3,63.8,31.1,68.5,7.12,1384.0,Black Cotton
80.2,35.2,62.0,25.5,83.7,4.64,3172.0,Brown Hydromorphic
52.3,17.0,69.1,27.5,91.7,4.66,3642.1,Laterite
113.5,21.6,54.8,30.1,90.4,3.99,3298.5,Peaty
52.3,15.9,62.4,28.7,70.1,5.93,2247.7,Red Loam
63.7,21.4,64.7,29.5,81.1,4.93,3311.1,Brown Hydromorphic
82.2,72.5,84.1,27.6,81.5,6.76,2803.6,Riverine Alluvial
56.1,13.0,67.0,29.6,71.9,4.65,2392.4,Laterite
37.1,38.1,61.4,28.7,79.6,7.51,2064.0,Coastal Alluvial
64.5,26.4,76.2,27.4,77.9,5.24,3548.5,Laterite
77.6,56.8,91.7,18.1,87.3,5.54,3562.7,Forest Loam
61.2,39.1,43.8,32.5,87.4,7.9,2127.4,Coastal Alluvial
102.6,49.7,102.8,21.3,90.3,6.22,3743.1,Forest Loam
57.7,7.1,77.4,29.6,80.1,5.34,3099.4,Laterite
86.9,29.0,59.2,28.6,85.7,4.27,2448.2,Brown Hydromorphic
58.3,15.8,92.8,28.8,74.2,5.45,3810.9,Laterite
147.4,24.7,41.3,33.1,92.4,4.13,3083.5,Peaty
90.6,37.3,67.0,28.3,56.3,7.56,1362.3,Black Cotton
66.5,16.4,96.8,24.5,68.3,5.31,3468.0,Laterite
89.2,49.3,125.9,17.2,83.5,5.41,3401.7,Forest Loam
66.1,49.1,61.5,27.5,62.7,7.6,1408.0,Black Cotton
90.0,50.6,60.7,26.7,79.6,7.08,3126.3,Riverine Alluvial
59.5,38.5,92.4,31.7,47.5,7.38,1048.9,Black Cotton
76.9,37.1,64.6,31.3,66.1,7.98,1096.1,Black Cotton
78.4,18.9,99.2,29.4,88.6,6.32,2026.0,Red Loam
46.1,37.0,57.1,31.3,88.9,7.43,1446.3,Coastal Alluvial
62.6,7.2,76.6,28.4,84.1,5.23,3859.1,Laterite
56.8,39.2,82.3,36.4,54.3,7.97,1283.1,Black Cotton
89.8,66.9,100.8,29.5,78.1,6.77,3171.6,Riverine Alluvial
64.9,58.4,80.6,25.2,81.0,7.06,2824.6,Riverine Alluvial
148.8,18.1,41.1,31.1,92.6,4.74,2806.3,Peaty
82.2,33.0,45.0,30.8,78.6,6.09,3492.8,Red Loam
31.3,29.8,81.2,29.2,82.5,8.03,2037.7,Coastal Alluvial
114.7,37.2,107.3,29.7,82.8,6.89,2782.4,Riverine Alluvial
156.2,28.2,36.6,34.2,88.8,4.33,2470.3,Peaty
40.5,46.7,60.7,29.4,49.9,7.93,1348.7,Black Cotton
53.7,21.2,31.1,32.0,54.1,6.74,1080.0,Sandy
50.2,30.4,63.1,28.9,79.4,8.45,2596.1,Coastal Alluvial
62.4,32.1,61.5,33.2,57.4,7.16,1247.1,Black Cotton
58.3,29.6,69.1,32.4,82.5,6.2,2978.2,Red Loam
70.2,50.0,67.0,27.0,83.3,7.11,2382.0,Riverine Alluvial
110.6,52.2,65.0,21.4,83.1,6.17,3325.2,Forest Loam
99.0,25.9,86.2,30.6,81.6,5.93,3271.5,Red Loam
47.9,9.6,57.5,27.9,93.5,4.46,3490.6,Laterite
70.3,45.6,66.9,29.7,68.9,7.04,1762.7,Loamy
61.9,13.5,76.0,29.3,79.8,5.14,4415.2,Laterite
59.8,30.6,63.5,33.1,79.8,7.62,1563.4,Coastal Alluvial
56.5,33.3,102.0,26.7,76.8,6.33,3145.0,Red Loam
25.8,38.5,49.5,31.4,87.1,7.29,2367.1,Coastal Alluvial
82.5,18.6,51.9,31.4,77.6,6.71,2347.9,Red Loam
57.8,30.2,81.0,29.1,75.8,5.61,3161.6,Red Loam
71.1,34.2,66.6,27.1,64.1,7.19,1256.8,Black Cotton
68.8,19.4,61.9,31.8,83.9,5.25,3588.6,Laterite
50.8,20.6,76.3,29.9,76.0,5.32,3771.0,Laterite
79.5,52.0,59.7,27.9,63.6,7.93,1236.1,Black Cotton
79.9,36.6,54.6,29.7,81.3,7.3,2371.5,Riverine Alluvial
85.3,39.7,62.2,28.5,85.4,4.88,2843.9,Brown Hydromorphic
104.6,32.9,100.9,18.7,81.6,5.63,2802.6,Forest Loam
69.6,41.1,79.4,26.5,69.7,6.51,2088.6,Loamy
56.8,29.6,69.7,33.1,90.2,7.54,1548.0,Coastal Alluvial
75.8,31.9,75.2,33.5,71.9,6.05,2965.5,Red Loam
104.5,43.0,56.2,27.2,90.3,5.15,3169.6,Brown Hydromorphic
61.4,15.4,64.4,32.0,76.0,4.77,3289.6,Laterite
47.7,23.9,62.9,31.3,75.2,4.77,3222.0,Laterite
62.6,31.1,92.4,31.7,79.0,6.75,3008.6,Red Loam
94.4,55.8,76.7,29.6,84.2,7.04,2653.5,Riverine Alluvial
61.5,36.5,78.3,32.4,55.3,7.8,1618.9,Black Cotton
36.8,31.0,36.6,33.5,55.0,6.73,1123.2,Sandy
130.4,33.8,77.6,21.4,83.7,6.47,3759.3,Forest Loam
81.3,46.2,64.7,30.5,54.1,7.83,1462.2,Black Cotton
91.2,26.7,71.9,32.1,84.8,6.36,2971.4,Red Loam
78.3,39.2,54.3,27.2,62.8,7.62,1293.6,Black Cotton
43.9,8.4,64.0,30.6,76.3,5.2,3606.8,Laterite
74.2,33.3,68.6,28.9,85.2,3.91,2608.0,Brown Hydromorphic
150.1,25.2,43.8,32.2,89.4,3.42,2909.0,Peaty
65.8,43.4,72.8,27.2,65.4,7.68,1659.1,Black Cotton
60.1,16.7,67.8,25.6,82.5,5.56,2923.1,Laterite
123.1,41.7,54.0,20.9,74.8,6.19,4153.6,Forest Loam
134.1,30.2,38.1,30.9,93.4,4.43,3400.9,Peaty
176.9,15.3,47.4,31.2,98.0,4.29,2886.5,Peaty
59.5,42.0,55.3,25.7,70.8,6.8,1671.6,Loamy
49.2,36.6,48.0,26.6,89.1,7.18,2262.5,Coastal Alluvial
69.7,59.4,90.4,27.5,67.8,6.07,3342.9,Riverine Alluvial
65.6,41.5,62.2,32.4,55.5,8.27,977.6,Black Cotton
57.9,14.5,57.1,30.0,84.2,4.49,3679.8,Laterite
86.5,39.0,46.9,32.5,86.9,4.71,2733.2,Brown Hydromorphic
154.5,34.3,33.7,30.5,93.4,4.03,3084.0,Peaty
87.0,43.7,117.9,30.4,83.7,6.11,3461.9,Riverine Alluvial
36.0,17.0,73.9,29.8,83.3,5.41,3494.7,Laterite
76.8,46.8,41.7,28.6,90.2,4.57,3148.1,Brown Hydromorphic
53.6,8.5,61.1,27.1,83.9,4.83,2942.6,Laterite
51.8,25.9,82.1,32.3,79.6,7.47,1979.8,Coastal Alluvial
83.7,20.0,70.3,30.7,83.3,5.08,2500.1,Laterite
78.9,46.8,79.2,30.2,79.7,7.13,1899.7,Clayey
75.9,37.4,64.8,28.6,64.0,7.04,1204.0,Black Cotton
64.0,19.9,46.9,30.2,72.0,6.05,2120.8,Red Loam
66.3,4.5,87.6,33.6,83.4,5.29,4018.2,Laterite
76.4,9.6,71.8,35.7,74.0,5.34,2898.6,Laterite
82.8,30.4,99.1,34.7,71.8,7.1,2389.7,Red Loam
66.6,33.0,90.5,28.4,80.6,5.62,2496.1,Red Loam
40.0,13.3,38.4,28.3,83.4,5.14,4131.4,Laterite
54.6,19.6,86.2,26.0,80.5,5.88,3643.1,Laterite
127.8,43.6,90.9,15.8,79.0,6.08,2956.9,Forest Loam
48.0,27.3,52.3,29.6,83.7,7.7,1719.0,Coastal Alluvial
131.1,39.6,71.3,16.5,76.6,5.96,3727.1,Forest Loam
40.2,18.7,30.9,30.4,58.2,6.69,1344.8,Sandy
67.2,27.6,72.7,29.4,73.8,7.81,1568.9,Black Cotton
39.4,45.9,61.3,34.3,89.0,7.47,2215.7,Coastal Alluvial
36.8,28.0,70.3,27.4,85.5,7.79,2649.7,Coastal Alluvial
44.1,30.5,66.6,28.8,86.9,7.71,1764.8,Coastal Alluvial
66.2,48.9,46.4,25.7,87.4,4.67,3081.2,Brown Hydromorphic
56.0,38.8,37.0,27.7,87.1,4.69,3400.2,Brown Hydromorphic
124.4,58.9,98.8,18.8,78.9,5.37,4142.5,Forest Loam
100.3,48.5,86.3,26.9,84.9,7.17,3054.6,Riverine Alluvial
78.2,58.3,67.6,29.6,81.5,7.13,3050.2,Riverine Alluvial
96.5,54.3,100.7,26.5,79.7,7.18,2737.2,Riverine Alluvial
53.2,23.6,66.3,27.1,80.2,5.14,3438.2,Laterite
61.8,26.3,72.8,30.2,74.1,5.93,2555.5,Red Loam
62.8,13.4,75.5,28.7,84.1,5.37,3329.0,Laterite
100.7,65.3,97.9,27.3,81.0,6.87,2641.4,Riverine Alluvial
27.0,6.5,82.0,28.6,75.2,5.2,3768.3,Laterite
60.2,15.5,105.8,27.3,85.7,5.6,2713.8,Laterite
64.3,25.7,93.0,29.3,86.6,5.88,2334.6,Red Loam
72.4,37.8,64.8,27.5,75.0,6.59,2986.2,Riverine Alluvial
82.7,23.6,36.0,25.4,58.4,8.06,1502.2,Black Cotton
72.8,37.7,85.2,29.6,64.9,5.82,2554.7,Red Loam
49.0,35.6,65.6,30.4,86.4,5.15,2831.7,Brown Hydromorphic
39.4,20.4,75.2,29.3,77.3,5.43,3484.7,Laterite
132.0,42.4,75.5,30.0,83.7,5.99,2032.0,Riverine Alluvial
